,filename,levensthein_distance_char,levensthein_distance_words,hamming_distance,wer,cer,wacc,wer_hunt,mer,cil,cip,hits,substitutions,deletions,insertions,Length_reference,Length_prediction
199,2013000.xml,3,4,Ø,1.87,0.21,98.12,1.64,0.21,0.35,99.64,1386,2,0,1,1388,1389
200,98.xml,8,8,Ø,5.44,1.03,94.55,5.1,1.03,1.67,98.32,767,5,2,1,774,773
201,Epitaphiorum_ac_tumulorum_libellus_quibus_Des_Erasmi_Roterodami_mors_defletur.pdf_page_17.xml,2,4,686,1.86,0.14,98.13,1.4,0.14,0.14,99.85,1370,0,1,1,1371,1371
202,page_00008.xml,21,10,Ø,5.71,1.77,94.28,4.85,1.76,2.76,97.23,1170,12,2,7,1184,1189
203,14_8e3a0_default.xml,9,7,Ø,5.38,1.03,94.61,4.23,1.03,1.14,98.85,863,1,2,6,866,870
204,14.xml,6,6,Ø,3.94,0.71,96.05,3.94,0.71,1.07,98.92,829,3,2,1,834,833
205,59_e1ba8_default.xml,12,9,Ø,9.37,1.74,90.62,7.81,1.73,2.02,97.97,681,2,4,6,687,689
206,45_b007d_default.xml,7,9,Ø,7.14,0.84,92.85,5.95,0.84,0.96,99.03,823,1,4,2,828,826
207,145.xml,2,2,114,3.33,0.6,96.66,3.33,0.6,0.6,99.39,330,0,1,1,331,331
211,2012949.xml,13,15,Ø,7.17,0.96,92.82,6.69,0.96,1.56,98.43,1330,8,3,2,1341,1340
212,Epitaphiorum_ac_tumulorum_libellus_quibus_Des_Erasmi_Roterodami_mors_defletur.pdf_page_13.xml,8,8,1027,4.18,0.64,95.81,3.66,0.64,0.8,99.19,1239,2,3,3,1244,1244
213,58.xml,3,4,Ø,5.26,0.71,94.73,4.6,0.71,0.71,99.28,419,0,1,2,420,421
214,29_680d5_default.xml,17,17,Ø,12.23,1.91,87.76,10.79,1.89,2.56,97.43,879,6,4,7,889,892
215,2012893.xml,10,9,Ø,5.38,0.87,94.61,5.08,0.87,1.3,98.69,1136,5,5,0,1146,1141
218,41_4e2b7_default.xml,11,14,Ø,9.52,1.18,90.47,7.48,1.18,1.6,98.39,920,4,6,1,930,925
219,23.xml,1,1,Ø,0.7,0.13,99.29,0.7,0.13,0.13,99.86,754,0,0,1,754,755
220,81_4af17_default.xml,38,29,Ø,14.79,3.27,85.2,13.52,3.25,4.28,95.71,1130,12,17,9,1159,1151
222,2012978.xml,31,26,Ø,11.45,2.11,88.54,9.69,2.1,3.37,96.62,1442,19,5,7,1466,1468
223,2012952.xml,16,10,913,4.38,1.07,95.61,3.72,1.07,1.87,98.12,1470,12,2,2,1484,1484
224,2012958.xml,12,14,Ø,5.73,0.77,94.26,4.71,0.77,1.22,98.77,1535,7,2,3,1544,1545
225,204_89ed9_default.xml,42,35,Ø,18.91,3.48,81.08,16.75,3.47,5.11,94.88,1165,20,21,1,1206,1186
226,217.xml,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,327,0,0,0,327,327
227,Epitaphiorum_ac_tumulorum_libellus_quibus_Des_Erasmi_Roterodami_mors_defletur.pdf_page_24.xml,7,7,Ø,3.38,0.51,96.61,2.89,0.51,0.58,99.41,1362,1,2,4,1365,1367
229,1535.xml,16,15,Ø,36.58,5.77,63.41,32.92,5.75,9.22,90.77,262,10,5,1,277,273
230,109.xml,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,302,0,0,0,302,302
231,71_f0b15_default.xml,21,16,Ø,9.41,1.9,90.58,8.23,1.88,2.33,97.66,1094,5,6,10,1105,1109
232,89.xml,6,6,Ø,4.51,0.76,95.48,4.51,0.76,1.27,98.72,778,4,0,2,782,784
233,48_086df_default.xml,3,4,Ø,4.21,0.48,95.78,3.15,0.48,0.64,99.35,615,1,2,0,618,616
234,165.xml,1,2,Ø,3.63,0.31,96.36,2.72,0.3,0.3,99.69,322,0,0,1,322,323
236,30_f10d3_default.xml,5,4,Ø,3.17,0.62,96.82,2.77,0.62,0.99,99.0,798,3,2,0,803,801
237,12_b82a4_default.xml,22,24,Ø,20.68,2.92,79.31,17.67,2.92,4.36,95.63,730,11,11,0,752,741
238,50_c0361_default.xml,19,22,Ø,11.51,1.46,88.48,10.2,1.46,2.0,97.99,1278,7,11,1,1296,1286
240,230.xml,11,10,Ø,5.52,1.06,94.47,4.97,1.05,1.15,98.84,1033,1,3,7,1037,1041
241,2012998.xml,3,4,Ø,1.71,0.19,98.28,1.5,0.19,0.32,99.67,1541,2,0,1,1543,1544
242,2012961.xml,6,3,Ø,1.43,0.41,98.56,1.43,0.41,0.68,99.31,1454,4,2,0,1460,1458
243,27_ff9f9_default.xml,28,24,Ø,12.37,2.14,87.62,11.34,2.13,2.74,97.25,1284,8,13,7,1305,1299
245,Epitaphiorum_ac_tumulorum_libellus_quibus_Des_Erasmi_Roterodami_mors_defletur.pdf_page_20.xml,6,11,Ø,5.33,0.44,94.66,4.12,0.44,0.44,99.55,1337,0,6,0,1343,1337
246,2012960.xml,17,16,Ø,7.11,1.15,92.88,6.66,1.15,1.89,98.1,1459,11,2,4,1472,1474
