,filename,levensthein_distance_char,levensthein_distance_words,hamming_distance,wer,cer,wacc,wer_hunt,mer,cil,cip,hits,substitutions,deletions,insertions,Length_reference,Length_prediction
99,2012899.xml,4,3,Ø,1.71,0.35,98.28,1.71,0.35,0.44,99.55,1131,1,1,2,1133,1134
100,5_a1010_default.xml,35,19,Ø,10.73,3.1,89.26,9.88,3.05,4.43,95.56,1110,16,1,18,1127,1144
101,2012894.xml,29,13,Ø,6.91,2.47,93.08,6.64,2.44,3.61,96.38,1156,14,1,14,1171,1184
102,2012922.xml,26,17,Ø,7.94,1.77,92.05,7.71,1.76,2.77,97.22,1446,15,1,10,1462,1471
103,2012965.xml,5,3,Ø,1.29,0.32,98.7,1.08,0.32,0.46,99.53,1516,2,1,2,1519,1520
105,2012973.xml,21,14,Ø,6.08,1.38,93.91,5.21,1.37,1.96,98.03,1506,9,0,12,1515,1527
106,2012999.xml,5,6,Ø,2.75,0.36,97.24,2.06,0.35,0.5,99.49,1385,2,0,3,1387,1390
107,2012979.xml,3,4,Ø,1.73,0.2,98.26,1.3,0.2,0.2,99.79,1447,0,1,2,1448,1449
108,2012929.xml,3,4,Ø,2.15,0.25,97.84,1.88,0.25,0.33,99.66,1189,1,0,2,1190,1192
109,2012920.xml,22,16,Ø,7.33,1.57,92.66,6.88,1.56,2.33,97.66,1385,11,1,10,1397,1406
110,2012906.xml,10,7,Ø,4.4,0.9,95.59,4.08,0.89,1.34,98.65,1106,5,0,5,1111,1116
111,284_bb953_default.xml,25,15,Ø,6.46,1.69,93.53,5.6,1.68,2.54,97.45,1462,13,0,12,1475,1487
112,2012938.xml,5,4,Ø,1.64,0.33,98.35,1.64,0.33,0.52,99.47,1505,3,0,2,1508,1510
113,486_8a0e8_default.xml,21,16,Ø,8.2,1.57,91.79,7.17,1.56,2.45,97.54,1319,12,2,7,1333,1338
114,2012975.xml,19,10,Ø,5.26,1.42,94.73,4.73,1.41,2.16,97.83,1320,10,1,8,1331,1338
115,2012921.xml,33,15,Ø,7.35,2.39,92.64,7.1,2.37,3.8,96.19,1354,20,2,11,1376,1385
116,2012961.xml,1,1,1,0.47,0.06,99.52,0.47,0.06,0.13,99.86,1469,1,0,0,1470,1470
117,2013288.xml,9,13,Ø,5.26,0.58,94.73,4.45,0.58,0.78,99.21,1528,3,1,5,1532,1536
118,2012902.xml,32,20,Ø,10.92,2.76,89.07,10.92,2.73,3.83,96.16,1140,13,4,15,1157,1168
119,2012952.xml,6,7,Ø,3.07,0.4,96.92,2.63,0.4,0.6,99.39,1482,3,1,2,1486,1487
120,2012931.xml,2,1,Ø,0.4,0.13,99.59,0.4,0.13,0.19,99.8,1505,1,0,1,1506,1507
121,2012918.xml,10,5,Ø,3.67,1.09,96.32,3.67,1.08,1.84,98.15,910,7,0,3,917,920
122,4_6c6d2_default.xml,12,8,Ø,6.5,1.46,93.49,6.5,1.46,2.3,97.69,809,7,2,3,818,819
123,page_102.xml,7,5,Ø,4.09,0.92,95.9,3.68,0.92,1.31,98.68,753,3,0,4,756,760
124,2012946.xml,7,4,Ø,1.76,0.46,98.23,1.54,0.46,0.73,99.26,1495,4,0,3,1499,1502
125,2012976.xml,5,3,Ø,1.35,0.35,98.64,1.12,0.35,0.57,99.42,1391,3,0,2,1394,1396
126,page_00493.xml,24,15,Ø,7.97,1.97,92.02,7.71,1.94,2.75,97.24,1207,10,1,13,1218,1230
127,2012984.xml,2,4,Ø,1.78,0.13,98.21,1.33,0.13,0.13,99.86,1517,0,0,2,1517,1519
128,page_103.xml,14,6,Ø,5.26,1.79,94.73,5.26,1.78,2.66,97.33,772,7,0,7,779,786
129,2012893.xml,14,11,Ø,6.58,1.21,93.41,6.28,1.21,1.64,98.35,1142,5,2,7,1149,1154
130,2012977.xml,8,5,Ø,2.29,0.59,97.7,2.06,0.59,0.89,99.1,1337,4,1,3,1342,1344
131,2012981.xml,4,5,Ø,2.31,0.26,97.68,1.85,0.26,0.26,99.73,1489,0,1,3,1490,1492
132,81_c9c48_default.xml,14,17,Ø,7.58,0.95,92.41,6.47,0.95,1.22,98.77,1455,4,6,4,1465,1463
133,2123062.xml,12,11,Ø,7.09,1.2,92.9,6.77,1.2,1.5,98.49,985,3,9,0,997,988
134,page_100.xml,13,8,Ø,6.34,1.66,93.65,5.95,1.65,2.41,97.58,773,6,0,7,779,786
135,319_9ddef_default.xml,6,6,203,2.84,0.4,97.15,2.6,0.4,0.66,99.33,1490,4,1,1,1495,1495
136,2012886.xml,14,13,Ø,12.62,1.95,87.37,11.65,1.93,2.9,97.09,708,7,2,5,717,720
137,2012905.xml,27,17,Ø,10.62,2.51,89.37,10.31,2.48,3.67,96.32,1059,13,2,12,1074,1084
138,2012956.xml,6,5,Ø,2.1,0.4,97.89,1.68,0.4,0.47,99.52,1465,1,0,5,1466,1471
139,2012892.xml,10,9,815,5.17,0.88,94.82,4.88,0.88,1.05,98.94,1125,2,4,4,1131,1131
140,31_6add3_default.xml,1,1,1,2.08,0.33,97.91,2.08,0.33,0.65,99.34,302,1,0,0,303,303
141,2122892.xml,5,4,Ø,2.56,0.5,97.43,2.56,0.5,0.71,99.28,979,2,3,0,984,981
142,2012996.xml,2,4,Ø,1.74,0.13,98.25,1.31,0.13,0.13,99.86,1437,0,0,2,1437,1439
143,page_108.xml,5,4,Ø,3.12,0.62,96.87,2.73,0.62,0.86,99.13,801,2,1,2,804,805
144,495_2893e_default.xml,19,12,Ø,5.55,1.37,94.44,5.32,1.36,2.08,97.91,1371,10,1,8,1382,1389
145,2012985.xml,15,8,Ø,3.57,1.0,96.42,3.12,1.0,1.53,98.46,1482,8,0,7,1490,1497
146,page_00002.xml,12,11,Ø,6.35,1.03,93.64,5.78,1.03,1.54,98.45,1148,6,1,5,1155,1159
147,2012959.xml,5,9,Ø,4.3,0.38,95.69,3.58,0.38,0.38,99.61,1298,0,2,3,1300,1301
148,2012980.xml,1,2,Ø,0.86,0.06,99.13,0.64,0.06,0.06,99.93,1532,0,0,1,1532,1533
149,page_00055.xml,15,5,Ø,2.71,1.28,97.28,2.71,1.28,1.96,98.03,1155,8,1,6,1164,1169
150,2012916.xml,15,14,Ø,6.48,1.05,93.51,6.01,1.05,1.89,98.1,1404,12,0,3,1416,1419
151,2012908.xml,15,11,Ø,16.17,3.18,83.82,15.44,3.13,4.58,95.41,463,7,1,7,471,477
152,2012995.xml,1,2,Ø,0.96,0.07,99.03,0.72,0.07,0.07,99.92,1414,0,0,1,1414,1415
153,page_105.xml,11,7,Ø,5.88,1.44,94.11,5.46,1.43,2.08,97.91,756,5,0,6,761,767
154,2012900.xml,13,6,Ø,3.5,1.16,96.49,3.5,1.15,1.68,98.31,1112,6,0,7,1118,1125
155,2012926.xml,2,1,Ø,0.46,0.13,99.53,0.46,0.13,0.2,99.79,1494,1,0,1,1495,1496
156,page_00098.xml,9,5,Ø,2.67,0.78,97.32,2.67,0.77,1.12,98.87,1147,4,1,4,1152,1155
157,2012954.xml,28,8,Ø,3.41,1.83,96.58,3.2,1.83,3.18,96.81,1500,21,1,6,1522,1527
158,488_6c491_default.xml,31,17,Ø,7.2,2.07,92.79,6.35,2.05,3.04,96.95,1477,15,3,13,1495,1505
159,2012933.xml,2,1,Ø,0.42,0.12,99.57,0.42,0.12,0.19,99.8,1541,1,1,0,1543,1542
160,2012993.xml,13,9,Ø,4.36,0.95,95.63,3.64,0.94,1.45,98.54,1358,7,0,6,1365,1371
161,2012974.xml,22,11,Ø,4.62,1.39,95.37,4.41,1.38,2.01,97.98,1564,10,2,10,1576,1584
162,2012978.xml,12,11,Ø,4.84,0.81,95.15,4.18,0.81,1.15,98.84,1461,5,3,4,1469,1470
163,2012941.xml,1,2,Ø,0.92,0.07,99.07,0.69,0.07,0.07,99.92,1393,0,0,1,1393,1394
164,2012915.xml,9,6,Ø,2.69,0.61,97.3,2.46,0.61,0.88,99.11,1455,4,0,5,1459,1464
165,page_010.xml,16,14,Ø,11.47,2.06,88.52,10.24,2.05,2.94,97.05,763,7,3,6,773,776
166,2012962.xml,10,4,Ø,1.77,0.67,98.22,1.55,0.66,1.0,98.99,1484,5,0,5,1489,1494
167,2012964.xml,3,3,241,1.24,0.2,98.75,1.03,0.2,0.26,99.73,1488,1,1,1,1490,1490
168,2012939.xml,6,5,Ø,2.8,0.51,97.19,2.8,0.51,0.77,99.22,1150,3,2,1,1155,1154
169,2012936.xml,7,6,Ø,2.52,0.46,97.47,2.1,0.46,0.65,99.34,1513,3,1,3,1517,1519
170,19_670a9_default.xml,7,9,Ø,5.11,0.6,94.88,4.54,0.6,0.94,99.05,1156,4,1,2,1161,1162
171,180_8a70d_default.xml,18,22,Ø,9.82,1.19,90.17,8.48,1.19,1.65,98.34,1493,7,5,6,1505,1506
172,page_104.xml,10,7,Ø,5.73,1.25,94.26,5.32,1.24,1.86,98.13,794,5,0,5,799,804
173,2012983.xml,15,12,Ø,5.33,0.98,94.66,4.88,0.98,1.57,98.42,1508,9,0,6,1517,1523
174,2012919.xml,134,67,Ø,36.21,10.78,63.78,28.91,10.19,13.56,86.43,1180,45,17,72,1242,1297
